pkid,sattag_program,device_id,ptt,body,device_wmo_ref,tag_type,common_name,species,release_lat,release_lon,release_site,state_country,release_date,recovery_date,age_class,sex,length,girth,estimated_mass,actual_mass,sample,comment,pi,institution,abstract,opendap_url,metadata
69,ct78d,ct78d-D822-11       ,104921,11822,Q9900430       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,27/2/11,,juvenile,male,2250,1630,,350,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D822-11/,d781d072-c4f2-4ce4-af24-cd1e21175cac
70,ct78d,ct78d-D827-11       ,104925,11827,Q9900431       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,4/3/11,,juvenile,male,2060,1580,,407,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D827-11/,eec526fa-dd0a-4dc5-bf44-d095456d1343
71,ct78d,ct78d-D850-11       ,104942,11850,Q9900432       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,27/2/11,,juvenile,male,1990,1420,,290,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D850-11/,c6499e05-c2e9-4d4f-ac54-8702cdfee450
72,ct78d,ct78d-D876-11       ,104932,11876,Q9900433       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,6/3/11,,juvenile,male,2720,1910,,514,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D876-11/,bfdac85d-824a-4082-bde0-8f5456f3d64e
73,ct78d,ct78d-D877-11       ,104931,11877,Q9900434       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,27/2/11,,juvenile,male,2210,1570,,365,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D877-11/,b72ad39e-6f34-4729-b03e-fb833004db88
142,ct79,ct79-238-12         ,113380,12238,Q9900449       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,25/1/12,,juvenile,male,1740,126,150,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct79_Campbell_Island/ct79-238-12/,28aa9a4b-5a41-490e-8010-2634bc04031a
143,ct79,ct79-242-12         ,113381,12242,Q9900526       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,24/2/12,,juvenile,male,,,1500,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct79_Campbell_Island/ct79-242-12/,43efd572-bc5a-49c9-9266-c252a716ae65
144,ct79,ct79-249-12         ,113384,12249,           ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,25/2/12,,juvenile,male,3700,264,1000,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct79_Campbell_Island/ct79-249-12/,6b03da89-6c16-4c07-a3fc-55cc887b8cd3
145,ct79,ct79-259-12         ,113392,12259,Q9900527       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,27/2/12,,juvenile,male,,324,1600,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct79_Campbell_Island/ct79-259-12/,88c0772c-653e-49e5-9653-86036591b9ba
,ct86,ct86-073_2-11,55956,11073,,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,,
41,ct86,ct86-172-12         ,52472,12172,Q9900471       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-34.807,134.718,Rocky South Island,South Australia,20/11/11,,adult,male,192,118,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-172-12/,edb31916-0d7d-4da9-aa58-1d15955b9fae
42,ct86,ct86-186-12         ,55951,12186,Q9900539       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-32.72,133.969,Olive Island,South Australia,29/2/12,,adult,male,199,130,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-186-12/,a6772f86-0b66-4451-9b4a-5c275429581c
43,ct86,ct86-187-12         ,52481,12187,Q9900540       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-32.507,133.25,West Island,South Australia,22/3/12,,adult,male,207,,,,D - tissue; whisker (stable isotope),Massive male; mate-guarding adult female,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-187-12/,3c37edb3-5018-4545-841e-f24f2805bd2b
44,ct86,ct86-189-12         ,52478,12189,Q9900541       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-32.467,133.644,Blefuscu Island,South Australia,21/3/12,,adult,male,,,,,,,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-189-12/,7729e8fa-cb93-435b-a960-a3d9b0b36abf
45,ct86,ct86-239-12         ,55952,12239,Q9900542       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-32.12,132.136,Nuyts Reef,South Australia,22/3/12,,adult,male,,,,,None,Massive male - could not fully aesthetise; glued strainght to back,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-239-12/,fcc13bf8-a00c-4c37-b604-1eb2c796feb5
46,ct86,ct86-364_2-11       ,55961,11364,Q9900543       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-35.994,137.316,Kangaroo Island,South Australia,14/12/11,,adult,male,,,,,None,Could not fully aesthetise; glued strainght to back,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-364_2-11/,a627f029-50ce-4bc8-8f25-6afe92f29a6e
47,ct86,ct86-402_2-11       ,55977,11402,Q9900544       ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-36.025,137.535,Kangaroo Island,South Australia,14/12/11,,adult,male,200,135,,,D - tissue; whisker (stable isotope),Large male - no mane but big size,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_2012_ct86_Australia/ct86-402_2-11/,807d1117-2704-462b-85c5-7ff79ab32033
,ct86,ct86-825_2-11,55972,11825,,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,,
146,ct91,ct91-305-12         ,119515,12305,Q9900475       ,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,12/6/12,4/12/12,adult,male,154,103,,100,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-305-12/,84c3e65e-7eba-4d21-bf52-4988ececcf18
147,ct91,ct91-326-12         ,119517,12326,Q9900476       ,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,23/6/12,,adult,male,165,95,,46,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-326-12/,c2020adb-4245-4bb2-9f6a-af606a11c84a
148,ct91,ct91-327-12         ,119518,12327,Q9900477       ,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,23/6/12,,adult,male,162,91,,48.5,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-327-12/,c2a9f807-33c8-45cc-81d1-c2ad4d62344c
,ct91,ct91-327x-12         ,119518,12327,,,,,,,,,,,,,,,,,,,,,,,
149,ct91,ct91-329-12         ,119516,12329,Q9900478       ,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,23/6/12,,adult,male,183,117,,91,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-329-12/,b44db3b9-f263-4ee7-891a-1116aad2d465
,ct91,ct91-329x-12         ,119516,12329,,,,,,,,,,,,,,,,,,,,,,,
150,ct91,ct91-411-12         ,119520,12411,Q9900479       ,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,25/6/12,,adult,male,177,137,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-411-12/,b7e6a7e0-9122-4586-8b1a-7d2d2790ff6b
151,ct91,ct91-412-12         ,119521,12412,Q9900480       ,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,24/6/12,,adult,male,180,145,,180,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-412-12/,1c5eb878-a0df-4b2a-89de-0fbd47bad93e
152,ct91,ct91-414-12         ,119522,12414,Q9900481       ,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,23/6/12,,adult,male,185,120,,93,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-414-12/,b194db3c-1fc7-485c-9c0c-e4a7e2b5d02c
153,ct91,ct91-417-12         ,119524,12417,Q9900482       ,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,24/6/12,,adult,male,190,152,200,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct91_Australia/ct91-417-12/,f5acdeb9-123c-4be0-b87f-baffa91c89cb
